YEAR DAY  HR    RAD_AU      HGI_LAT   HGI_LON
2023  58  12    0.9902    -7.180    82.486
2023  58  13    0.9902    -7.181    82.529
2023  58  14    0.9902    -7.181    82.571
2023  58  15    0.9902    -7.182    82.613
2023  58  16    0.9902    -7.183    82.655
2023  58  17    0.9903    -7.183    82.697
2023  58  18    0.9903    -7.184    82.740
2023  58  19    0.9903    -7.185    82.782
2023  58  20    0.9903    -7.185    82.824
2023  58  21    0.9903    -7.186    82.866
2023  58  22    0.9903    -7.187    82.908
2023  58  23    0.9903    -7.187    82.950
2023  59   0    0.9903    -7.188    82.993
2023  59   1    0.9903    -7.189    83.035
2023  59   2    0.9903    -7.189    83.077
2023  59   3    0.9904    -7.190    83.119
2023  59   4    0.9904    -7.191    83.161
2023  59   5    0.9904    -7.191    83.203
2023  59   6    0.9904    -7.192    83.246
2023  59   7    0.9904    -7.192    83.288
2023  59   8    0.9904    -7.193    83.330
2023  59   9    0.9904    -7.194    83.372
2023  59  10    0.9904    -7.194    83.414
2023  59  11    0.9904    -7.195    83.457
2023  59  12    0.9904    -7.195    83.499
2023  59  13    0.9904    -7.196    83.541
2023  59  14    0.9905    -7.197    83.583
2023  59  15    0.9905    -7.197    83.625
2023  59  16    0.9905    -7.198    83.667
2023  59  17    0.9905    -7.198    83.710
2023  59  18    0.9905    -7.199    83.752
2023  59  19    0.9905    -7.199    83.794
2023  59  20    0.9905    -7.200    83.836
2023  59  21    0.9905    -7.201    83.878
2023  59  22    0.9905    -7.201    83.920
2023  59  23    0.9905    -7.202    83.962
2023  60   0    0.9906    -7.202    84.005
2023  60   1    0.9906    -7.203    84.047
2023  60   2    0.9906    -7.203    84.089
2023  60   3    0.9906    -7.204    84.131
2023  60   4    0.9906    -7.204    84.173
2023  60   5    0.9906    -7.205    84.215
2023  60   6    0.9906    -7.205    84.258
2023  60   7    0.9906    -7.206    84.300
2023  60   8    0.9906    -7.206    84.342
2023  60   9    0.9906    -7.207    84.384
2023  60  10    0.9907    -7.207    84.426
2023  60  11    0.9907    -7.208    84.468
2023  60  12    0.9907    -7.208    84.510
2023  60  13    0.9907    -7.209    84.553
2023  60  14    0.9907    -7.209    84.595
2023  60  15    0.9907    -7.210    84.637
2023  60  16    0.9907    -7.210    84.679
2023  60  17    0.9907    -7.211    84.721
2023  60  18    0.9907    -7.211    84.763
2023  60  19    0.9907    -7.212    84.805
2023  60  20    0.9908    -7.212    84.848
2023  60  21    0.9908    -7.213    84.890
2023  60  22    0.9908    -7.213    84.932
2023  60  23    0.9908    -7.214    84.974
2023  61   0    0.9908    -7.214    85.016
2023  61   1    0.9908    -7.215    85.058
2023  61   2    0.9908    -7.215    85.100
2023  61   3    0.9908    -7.215    85.143
2023  61   4    0.9908    -7.216    85.185
2023  61   5    0.9908    -7.216    85.227
2023  61   6    0.9909    -7.217    85.269
2023  61   7    0.9909    -7.217    85.311
2023  61   8    0.9909    -7.218    85.353
2023  61   9    0.9909    -7.218    85.395
2023  61  10    0.9909    -7.218    85.437
2023  61  11    0.9909    -7.219    85.480
2023  61  12    0.9909    -7.219    85.522
2023  61  13    0.9909    -7.220    85.564
2023  61  14    0.9909    -7.220    85.606
2023  61  15    0.9909    -7.220    85.648
2023  61  16    0.9910    -7.221    85.690
2023  61  17    0.9910    -7.221    85.732
2023  61  18    0.9910    -7.222    85.774
2023  61  19    0.9910    -7.222    85.817
2023  61  20    0.9910    -7.222    85.859
2023  61  21    0.9910    -7.223    85.901
2023  61  22    0.9910    -7.223    85.943
2023  61  23    0.9910    -7.223    85.985
2023  62   0    0.9910    -7.224    86.027
2023  62   1    0.9910    -7.224    86.069
2023  62   2    0.9911    -7.225    86.111
2023  62   3    0.9911    -7.225    86.153
2023  62   4    0.9911    -7.225    86.196
2023  62   5    0.9911    -7.226    86.238
2023  62   6    0.9911    -7.226    86.280
2023  62   7    0.9911    -7.226    86.322
2023  62   8    0.9911    -7.227    86.364
2023  62   9    0.9911    -7.227    86.406
2023  62  10    0.9911    -7.227    86.448
2023  62  11    0.9911    -7.228    86.490
2023  62  12    0.9912    -7.228    86.532
2023  62  13    0.9912    -7.228    86.575
2023  62  14    0.9912    -7.228    86.617
2023  62  15    0.9912    -7.229    86.659
2023  62  16    0.9912    -7.229    86.701
2023  62  17    0.9912    -7.229    86.743
2023  62  18    0.9912    -7.230    86.785
2023  62  19    0.9912    -7.230    86.827
2023  62  20    0.9912    -7.230    86.869
2023  62  21    0.9913    -7.231    86.911
2023  62  22    0.9913    -7.231    86.953
2023  62  23    0.9913    -7.231    86.996
2023  63   0    0.9913    -7.231    87.038
2023  63   1    0.9913    -7.232    87.080
2023  63   2    0.9913    -7.232    87.122
2023  63   3    0.9913    -7.232    87.164
2023  63   4    0.9913    -7.232    87.206
2023  63   5    0.9913    -7.233    87.248
2023  63   6    0.9913    -7.233    87.290
2023  63   7    0.9914    -7.233    87.332
2023  63   8    0.9914    -7.233    87.374
2023  63   9    0.9914    -7.234    87.416
2023  63  10    0.9914    -7.234    87.459
2023  63  11    0.9914    -7.234    87.501
2023  63  12    0.9914    -7.234    87.543
2023  63  13    0.9914    -7.234    87.585
2023  63  14    0.9914    -7.235    87.627
2023  63  15    0.9914    -7.235    87.669
2023  63  16    0.9914    -7.235    87.711
2023  63  17    0.9915    -7.235    87.753
2023  63  18    0.9915    -7.235    87.795
2023  63  19    0.9915    -7.236    87.837
2023  63  20    0.9915    -7.236    87.879
2023  63  21    0.9915    -7.236    87.921
2023  63  22    0.9915    -7.236    87.963
2023  63  23    0.9915    -7.236    88.006
2023  64   0    0.9915    -7.237    88.048
2023  64   1    0.9915    -7.237    88.090
2023  64   2    0.9916    -7.237    88.132
2023  64   3    0.9916    -7.237    88.174
2023  64   4    0.9916    -7.237    88.216
2023  64   5    0.9916    -7.237    88.258
2023  64   6    0.9916    -7.238    88.300
2023  64   7    0.9916    -7.238    88.342
2023  64   8    0.9916    -7.238    88.384
2023  64   9    0.9916    -7.238    88.426
2023  64  10    0.9916    -7.238    88.468
2023  64  11    0.9916    -7.238    88.510
2023  64  12    0.9917    -7.238    88.552
2023  64  13    0.9917    -7.238    88.594
2023  64  14    0.9917    -7.239    88.636
2023  64  15    0.9917    -7.239    88.679
2023  64  16    0.9917    -7.239    88.721
2023  64  17    0.9917    -7.239    88.763
2023  64  18    0.9917    -7.239    88.805
2023  64  19    0.9917    -7.239    88.847
2023  64  20    0.9917    -7.239    88.889
2023  64  21    0.9918    -7.239    88.931
2023  64  22    0.9918    -7.239    88.973
2023  64  23    0.9918    -7.240    89.015
2023  65   0    0.9918    -7.240    89.057
2023  65   1    0.9918    -7.240    89.099
2023  65   2    0.9918    -7.240    89.141
2023  65   3    0.9918    -7.240    89.183
2023  65   4    0.9918    -7.240    89.225
2023  65   5    0.9918    -7.240    89.267
2023  65   6    0.9918    -7.240    89.309
2023  65   7    0.9919    -7.240    89.351
2023  65   8    0.9919    -7.240    89.393
2023  65   9    0.9919    -7.240    89.435
2023  65  10    0.9919    -7.240    89.477
2023  65  11    0.9919    -7.240    89.519
2023  65  12    0.9919    -7.240    89.562
2023  65  13    0.9919    -7.240    89.604
2023  65  14    0.9919    -7.240    89.646
2023  65  15    0.9919    -7.240    89.688
2023  65  16    0.9920    -7.240    89.730
2023  65  17    0.9920    -7.240    89.772
2023  65  18    0.9920    -7.240    89.814
2023  65  19    0.9920    -7.240    89.856
2023  65  20    0.9920    -7.240    89.898
2023  65  21    0.9920    -7.240    89.940
2023  65  22    0.9920    -7.240    89.982
2023  65  23    0.9920    -7.240    90.024
2023  66   0    0.9920    -7.240    90.066
2023  66   1    0.9920    -7.240    90.108
2023  66   2    0.9921    -7.240    90.150
2023  66   3    0.9921    -7.240    90.192
2023  66   4    0.9921    -7.240    90.234
2023  66   5    0.9921    -7.240    90.276
2023  66   6    0.9921    -7.240    90.318
2023  66   7    0.9921    -7.240    90.360
2023  66   8    0.9921    -7.240    90.402
2023  66   9    0.9921    -7.240    90.444
2023  66  10    0.9921    -7.240    90.486
2023  66  11    0.9922    -7.240    90.528
2023  66  12    0.9922    -7.240    90.570
2023  66  13    0.9922    -7.240    90.612
2023  66  14    0.9922    -7.240    90.654
2023  66  15    0.9922    -7.240    90.696
2023  66  16    0.9922    -7.240    90.738
2023  66  17    0.9922    -7.240    90.780
2023  66  18    0.9922    -7.240    90.822
2023  66  19    0.9922    -7.239    90.864
2023  66  20    0.9923    -7.239    90.906
2023  66  21    0.9923    -7.239    90.948
2023  66  22    0.9923    -7.239    90.990
2023  66  23    0.9923    -7.239    91.032
2023  67   0    0.9923    -7.239    91.074
2023  67   1    0.9923    -7.239    91.116
2023  67   2    0.9923    -7.239    91.158
2023  67   3    0.9923    -7.239    91.200
2023  67   4    0.9923    -7.238    91.242
2023  67   5    0.9924    -7.238    91.284
2023  67   6    0.9924    -7.238    91.326
2023  67   7    0.9924    -7.238    91.368
2023  67   8    0.9924    -7.238    91.410
2023  67   9    0.9924    -7.238    91.452
2023  67  10    0.9924    -7.238    91.494
2023  67  11    0.9924    -7.238    91.536
2023  67  12    0.9924    -7.237    91.578
2023  67  13    0.9924    -7.237    91.620
2023  67  14    0.9925    -7.237    91.662
2023  67  15    0.9925    -7.237    91.704
2023  67  16    0.9925    -7.237    91.746
2023  67  17    0.9925    -7.237    91.788
2023  67  18    0.9925    -7.236    91.830
2023  67  19    0.9925    -7.236    91.872
2023  67  20    0.9925    -7.236    91.914
2023  67  21    0.9925    -7.236    91.956
2023  67  22    0.9925    -7.236    91.998
2023  67  23    0.9925    -7.235    92.040
2023  68   0    0.9926    -7.235    92.082
2023  68   1    0.9926    -7.235    92.124
2023  68   2    0.9926    -7.235    92.166
2023  68   3    0.9926    -7.235    92.208
2023  68   4    0.9926    -7.234    92.250
2023  68   5    0.9926    -7.234    92.292
2023  68   6    0.9926    -7.234    92.334
2023  68   7    0.9926    -7.234    92.376
2023  68   8    0.9926    -7.234    92.418
2023  68   9    0.9927    -7.233    92.460
2023  68  10    0.9927    -7.233    92.502
2023  68  11    0.9927    -7.233    92.544
2023  68  12    0.9927    -7.233    92.586
2023  68  13    0.9927    -7.232    92.628
2023  68  14    0.9927    -7.232    92.670
2023  68  15    0.9927    -7.232    92.712
2023  68  16    0.9927    -7.232    92.754
2023  68  17    0.9927    -7.231    92.796
2023  68  18    0.9928    -7.231    92.838
2023  68  19    0.9928    -7.231    92.880
2023  68  20    0.9928    -7.231    92.922
2023  68  21    0.9928    -7.230    92.963
2023  68  22    0.9928    -7.230    93.005
2023  68  23    0.9928    -7.230    93.047
2023  69   0    0.9928    -7.229    93.089
2023  69   1    0.9928    -7.229    93.131
2023  69   2    0.9928    -7.229    93.173
2023  69   3    0.9929    -7.229    93.215
2023  69   4    0.9929    -7.228    93.257
2023  69   5    0.9929    -7.228    93.299
2023  69   6    0.9929    -7.228    93.341
2023  69   7    0.9929    -7.227    93.383
2023  69   8    0.9929    -7.227    93.425
2023  69   9    0.9929    -7.227    93.467
2023  69  10    0.9929    -7.226    93.509
2023  69  11    0.9929    -7.226    93.551
2023  69  12    0.9930    -7.226    93.593
2023  69  13    0.9930    -7.225    93.635
2023  69  14    0.9930    -7.225    93.677
2023  69  15    0.9930    -7.225    93.719
2023  69  16    0.9930    -7.224    93.761
2023  69  17    0.9930    -7.224    93.803
2023  69  18    0.9930    -7.224    93.844
2023  69  19    0.9930    -7.223    93.886
2023  69  20    0.9930    -7.223    93.928
2023  69  21    0.9931    -7.222    93.970
2023  69  22    0.9931    -7.222    94.012
2023  69  23    0.9931    -7.222    94.054
2023  70   0    0.9931    -7.221    94.096
2023  70   1    0.9931    -7.221    94.138
2023  70   2    0.9931    -7.221    94.180
2023  70   3    0.9931    -7.220    94.222
2023  70   4    0.9931    -7.220    94.264
2023  70   5    0.9931    -7.219    94.306
2023  70   6    0.9932    -7.219    94.348
2023  70   7    0.9932    -7.219    94.390
2023  70   8    0.9932    -7.218    94.432
2023  70   9    0.9932    -7.218    94.474
2023  70  10    0.9932    -7.217    94.515
2023  70  11    0.9932    -7.217    94.557
2023  70  12    0.9932    -7.216    94.599
2023  70  13    0.9932    -7.216    94.641
2023  70  14    0.9932    -7.216    94.683
2023  70  15    0.9933    -7.215    94.725
2023  70  16    0.9933    -7.215    94.767
2023  70  17    0.9933    -7.214    94.809
2023  70  18    0.9933    -7.214    94.851
2023  70  19    0.9933    -7.213    94.893
2023  70  20    0.9933    -7.213    94.935
2023  70  21    0.9933    -7.212    94.977
2023  70  22    0.9933    -7.212    95.019
2023  70  23    0.9934    -7.211    95.060
2023  71   0    0.9934    -7.211    95.102
2023  71   1    0.9934    -7.211    95.144
2023  71   2    0.9934    -7.210    95.186
2023  71   3    0.9934    -7.210    95.228
2023  71   4    0.9934    -7.209    95.270
2023  71   5    0.9934    -7.209    95.312
2023  71   6    0.9934    -7.208    95.354
2023  71   7    0.9934    -7.208    95.396
2023  71   8    0.9935    -7.207    95.438
2023  71   9    0.9935    -7.207    95.480
2023  71  10    0.9935    -7.206    95.521
2023  71  11    0.9935    -7.206    95.563
2023  71  12    0.9935    -7.205    95.605
2023  71  13    0.9935    -7.205    95.647
2023  71  14    0.9935    -7.204    95.689
2023  71  15    0.9935    -7.203    95.731
2023  71  16    0.9935    -7.203    95.773
2023  71  17    0.9936    -7.202    95.815
2023  71  18    0.9936    -7.202    95.857
2023  71  19    0.9936    -7.201    95.899
2023  71  20    0.9936    -7.201    95.940
2023  71  21    0.9936    -7.200    95.982
2023  71  22    0.9936    -7.200    96.024
2023  71  23    0.9936    -7.199    96.066
2023  72   0    0.9936    -7.199    96.108
2023  72   1    0.9936    -7.198    96.150
2023  72   2    0.9937    -7.197    96.192
2023  72   3    0.9937    -7.197    96.234
2023  72   4    0.9937    -7.196    96.276
2023  72   5    0.9937    -7.196    96.318
2023  72   6    0.9937    -7.195    96.359
2023  72   7    0.9937    -7.194    96.401
2023  72   8    0.9937    -7.194    96.443
2023  72   9    0.9937    -7.193    96.485
2023  72  10    0.9938    -7.193    96.527
2023  72  11    0.9938    -7.192    96.569
2023  72  12    0.9938    -7.191    96.611
2023  72  13    0.9938    -7.191    96.653
2023  72  14    0.9938    -7.190    96.694
2023  72  15    0.9938    -7.190    96.736
2023  72  16    0.9938    -7.189    96.778
2023  72  17    0.9938    -7.188    96.820
2023  72  18    0.9938    -7.188    96.862
2023  72  19    0.9939    -7.187    96.904
2023  72  20    0.9939    -7.186    96.946
2023  72  21    0.9939    -7.186    96.988
2023  72  22    0.9939    -7.185    97.029
2023  72  23    0.9939    -7.185    97.071
2023  73   0    0.9939    -7.184    97.113
2023  73   1    0.9939    -7.183    97.155
2023  73   2    0.9939    -7.183    97.197
2023  73   3    0.9939    -7.182    97.239
2023  73   4    0.9940    -7.181    97.281
2023  73   5    0.9940    -7.181    97.323
2023  73   6    0.9940    -7.180    97.364
2023  73   7    0.9940    -7.179    97.406
2023  73   8    0.9940    -7.178    97.448
2023  73   9    0.9940    -7.178    97.490
2023  73  10    0.9940    -7.177    97.532
2023  73  11    0.9940    -7.176    97.574
2023  73  12    0.9941    -7.176    97.616
2023  73  13    0.9941    -7.175    97.657
2023  73  14    0.9941    -7.174    97.699
2023  73  15    0.9941    -7.174    97.741
2023  73  16    0.9941    -7.173    97.783
2023  73  17    0.9941    -7.172    97.825
2023  73  18    0.9941    -7.171    97.867
2023  73  19    0.9941    -7.171    97.909
2023  73  20    0.9941    -7.170    97.950
2023  73  21    0.9942    -7.169    97.992
2023  73  22    0.9942    -7.169    98.034
2023  73  23    0.9942    -7.168    98.076
2023  74   0    0.9942    -7.167    98.118
2023  74   1    0.9942    -7.166    98.160
2023  74   2    0.9942    -7.166    98.202
2023  74   3    0.9942    -7.165    98.243
2023  74   4    0.9942    -7.164    98.285
2023  74   5    0.9942    -7.163    98.327
2023  74   6    0.9943    -7.162    98.369
2023  74   7    0.9943    -7.162    98.411
2023  74   8    0.9943    -7.161    98.453
2023  74   9    0.9943    -7.160    98.494
2023  74  10    0.9943    -7.159    98.536
2023  74  11    0.9943    -7.159    98.578
2023  74  12    0.9943    -7.158    98.620
2023  74  13    0.9943    -7.157    98.662
2023  74  14    0.9944    -7.156    98.704
2023  74  15    0.9944    -7.155    98.746
2023  74  16    0.9944    -7.155    98.787
2023  74  17    0.9944    -7.154    98.829
2023  74  18    0.9944    -7.153    98.871
2023  74  19    0.9944    -7.152    98.913
2023  74  20    0.9944    -7.151    98.955
2023  74  21    0.9944    -7.151    98.997
2023  74  22    0.9944    -7.150    99.038
2023  74  23    0.9945    -7.149    99.080
2023  75   0    0.9945    -7.148    99.122
2023  75   1    0.9945    -7.147    99.164
2023  75   2    0.9945    -7.146    99.206
2023  75   3    0.9945    -7.146    99.247
2023  75   4    0.9945    -7.145    99.289
2023  75   5    0.9945    -7.144    99.331
2023  75   6    0.9945    -7.143    99.373
2023  75   7    0.9946    -7.142    99.415
2023  75   8    0.9946    -7.141    99.457
2023  75   9    0.9946    -7.140    99.498
2023  75  10    0.9946    -7.139    99.540
2023  75  11    0.9946    -7.139    99.582
2023  75  12    0.9946    -7.138    99.624
2023  75  13    0.9946    -7.137    99.666
2023  75  14    0.9946    -7.136    99.707
2023  75  15    0.9946    -7.135    99.749
2023  75  16    0.9947    -7.134    99.791
2023  75  17    0.9947    -7.133    99.833
2023  75  18    0.9947    -7.132    99.875
2023  75  19    0.9947    -7.131    99.917
2023  75  20    0.9947    -7.131    99.958
2023  75  21    0.9947    -7.130   100.000
2023  75  22    0.9947    -7.129   100.042
2023  75  23    0.9947    -7.128   100.084
2023  76   0    0.9948    -7.127   100.126
2023  76   1    0.9948    -7.126   100.167
2023  76   2    0.9948    -7.125   100.209
2023  76   3    0.9948    -7.124   100.251
2023  76   4    0.9948    -7.123   100.293
2023  76   5    0.9948    -7.122   100.335
2023  76   6    0.9948    -7.121   100.376
2023  76   7    0.9948    -7.120   100.418
2023  76   8    0.9948    -7.119   100.460
2023  76   9    0.9949    -7.118   100.502
2023  76  10    0.9949    -7.117   100.544
2023  76  11    0.9949    -7.116   100.585
2023  76  12    0.9949    -7.115   100.627
2023  76  13    0.9949    -7.115   100.669
2023  76  14    0.9949    -7.114   100.711
2023  76  15    0.9949    -7.113   100.752
2023  76  16    0.9949    -7.112   100.794
2023  76  17    0.9950    -7.111   100.836
2023  76  18    0.9950    -7.110   100.878
2023  76  19    0.9950    -7.109   100.920
2023  76  20    0.9950    -7.108   100.961
2023  76  21    0.9950    -7.107   101.003
2023  76  22    0.9950    -7.106   101.045
2023  76  23    0.9950    -7.105   101.087
2023  77   0    0.9950    -7.104   101.129
2023  77   1    0.9950    -7.103   101.170
2023  77   2    0.9951    -7.102   101.212
2023  77   3    0.9951    -7.101   101.254
2023  77   4    0.9951    -7.099   101.296
2023  77   5    0.9951    -7.098   101.337
2023  77   6    0.9951    -7.097   101.379
2023  77   7    0.9951    -7.096   101.421
2023  77   8    0.9951    -7.095   101.463
2023  77   9    0.9951    -7.094   101.504
2023  77  10    0.9951    -7.093   101.546
2023  77  11    0.9952    -7.092   101.588
2023  77  12    0.9952    -7.091   101.630
2023  77  13    0.9952    -7.090   101.672
2023  77  14    0.9952    -7.089   101.713
2023  77  15    0.9952    -7.088   101.755
2023  77  16    0.9952    -7.087   101.797
2023  77  17    0.9952    -7.086   101.839
2023  77  18    0.9952    -7.085   101.880
2023  77  19    0.9953    -7.084   101.922
2023  77  20    0.9953    -7.083   101.964
2023  77  21    0.9953    -7.081   102.006
2023  77  22    0.9953    -7.080   102.047
2023  77  23    0.9953    -7.079   102.089
2023  78   0    0.9953    -7.078   102.131
2023  78   1    0.9953    -7.077   102.173
2023  78   2    0.9953    -7.076   102.214
2023  78   3    0.9953    -7.075   102.256
2023  78   4    0.9954    -7.074   102.298
2023  78   5    0.9954    -7.073   102.340
2023  78   6    0.9954    -7.071   102.381
2023  78   7    0.9954    -7.070   102.423
2023  78   8    0.9954    -7.069   102.465
2023  78   9    0.9954    -7.068   102.507
2023  78  10    0.9954    -7.067   102.548
2023  78  11    0.9954    -7.066   102.590
2023  78  12    0.9955    -7.065   102.632
2023  78  13    0.9955    -7.063   102.674
2023  78  14    0.9955    -7.062   102.715
2023  78  15    0.9955    -7.061   102.757
2023  78  16    0.9955    -7.060   102.799
2023  78  17    0.9955    -7.059   102.841
2023  78  18    0.9955    -7.058   102.882
2023  78  19    0.9955    -7.056   102.924
2023  78  20    0.9955    -7.055   102.966
2023  78  21    0.9956    -7.054   103.007
2023  78  22    0.9956    -7.053   103.049
2023  78  23    0.9956    -7.052   103.091
2023  79   0    0.9956    -7.051   103.133
2023  79   1    0.9956    -7.049   103.174
2023  79   2    0.9956    -7.048   103.216
2023  79   3    0.9956    -7.047   103.258
2023  79   4    0.9956    -7.046   103.300
2023  79   5    0.9957    -7.045   103.341
2023  79   6    0.9957    -7.043   103.383
2023  79   7    0.9957    -7.042   103.425
2023  79   8    0.9957    -7.041   103.466
2023  79   9    0.9957    -7.040   103.508
2023  79  10    0.9957    -7.038   103.550
2023  79  11    0.9957    -7.037   103.592
2023  79  12    0.9957    -7.036   103.633
2023  79  13    0.9957    -7.035   103.675
2023  79  14    0.9958    -7.034   103.717
2023  79  15    0.9958    -7.032   103.758
2023  79  16    0.9958    -7.031   103.800
2023  79  17    0.9958    -7.030   103.842
2023  79  18    0.9958    -7.029   103.884
2023  79  19    0.9958    -7.027   103.925
2023  79  20    0.9958    -7.026   103.967
2023  79  21    0.9958    -7.025   104.009
2023  79  22    0.9959    -7.023   104.050
2023  79  23    0.9959    -7.022   104.092
2023  80   0    0.9959    -7.021   104.134
2023  80   1    0.9959    -7.020   104.176
2023  80   2    0.9959    -7.018   104.217
2023  80   3    0.9959    -7.017   104.259
2023  80   4    0.9959    -7.016   104.301
2023  80   5    0.9959    -7.014   104.342
2023  80   6    0.9959    -7.013   104.384
2023  80   7    0.9960    -7.012   104.426
2023  80   8    0.9960    -7.011   104.467
2023  80   9    0.9960    -7.009   104.509
2023  80  10    0.9960    -7.008   104.551
2023  80  11    0.9960    -7.007   104.592
2023  80  12    0.9960    -7.005   104.634
2023  80  13    0.9960    -7.004   104.676
2023  80  14    0.9960    -7.003   104.718
2023  80  15    0.9961    -7.001   104.759
2023  80  16    0.9961    -7.000   104.801
2023  80  17    0.9961    -6.999   104.843
2023  80  18    0.9961    -6.997   104.884
2023  80  19    0.9961    -6.996   104.926
2023  80  20    0.9961    -6.995   104.968
2023  80  21    0.9961    -6.993   105.009
2023  80  22    0.9961    -6.992   105.051
2023  80  23    0.9961    -6.991   105.093
2023  81   0    0.9962    -6.989   105.134
2023  81   1    0.9962    -6.988   105.176
2023  81   2    0.9962    -6.986   105.218
2023  81   3    0.9962    -6.985   105.259
2023  81   4    0.9962    -6.984   105.301
2023  81   5    0.9962    -6.982   105.343
2023  81   6    0.9962    -6.981   105.384
2023  81   7    0.9962    -6.979   105.426
2023  81   8    0.9963    -6.978   105.468
2023  81   9    0.9963    -6.977   105.509
2023  81  10    0.9963    -6.975   105.551
2023  81  11    0.9963    -6.974   105.593
2023  81  12    0.9963    -6.973   105.634
2023  81  13    0.9963    -6.971   105.676
2023  81  14    0.9963    -6.970   105.718
2023  81  15    0.9963    -6.968   105.759
2023  81  16    0.9963    -6.967   105.801
2023  81  17    0.9964    -6.965   105.842
2023  81  18    0.9964    -6.964   105.884
2023  81  19    0.9964    -6.963   105.926
2023  81  20    0.9964    -6.961   105.967
2023  81  21    0.9964    -6.960   106.009
2023  81  22    0.9964    -6.958   106.051
2023  81  23    0.9964    -6.957   106.092
2023  82   0    0.9964    -6.955   106.134
2023  82   1    0.9964    -6.954   106.176
2023  82   2    0.9965    -6.952   106.217
2023  82   3    0.9965    -6.951   106.259
2023  82   4    0.9965    -6.949   106.301
2023  82   5    0.9965    -6.948   106.342
2023  82   6    0.9965    -6.947   106.384
2023  82   7    0.9965    -6.945   106.425
2023  82   8    0.9965    -6.944   106.467
2023  82   9    0.9965    -6.942   106.509
2023  82  10    0.9966    -6.941   106.550
2023  82  11    0.9966    -6.939   106.592
2023  82  12    0.9966    -6.938   106.634
2023  82  13    0.9966    -6.936   106.675
2023  82  14    0.9966    -6.935   106.717
2023  82  15    0.9966    -6.933   106.758
2023  82  16    0.9966    -6.932   106.800
2023  82  17    0.9966    -6.930   106.842
2023  82  18    0.9966    -6.929   106.883
2023  82  19    0.9967    -6.927   106.925
2023  82  20    0.9967    -6.926   106.967
2023  82  21    0.9967    -6.924   107.008
2023  82  22    0.9967    -6.922   107.050
2023  82  23    0.9967    -6.921   107.091
2023  83   0    0.9967    -6.919   107.133
2023  83   1    0.9967    -6.918   107.175
2023  83   2    0.9967    -6.916   107.216
2023  83   3    0.9968    -6.915   107.258
2023  83   4    0.9968    -6.913   107.299
2023  83   5    0.9968    -6.912   107.341
2023  83   6    0.9968    -6.910   107.383
2023  83   7    0.9968    -6.909   107.424
2023  83   8    0.9968    -6.907   107.466
2023  83   9    0.9968    -6.905   107.507
2023  83  10    0.9968    -6.904   107.549
2023  83  11    0.9968    -6.902   107.591
2023  83  12    0.9969    -6.901   107.632
2023  83  13    0.9969    -6.899   107.674
2023  83  14    0.9969    -6.897   107.715
2023  83  15    0.9969    -6.896   107.757
2023  83  16    0.9969    -6.894   107.799
2023  83  17    0.9969    -6.893   107.840
2023  83  18    0.9969    -6.891   107.882
2023  83  19    0.9969    -6.889   107.923
2023  83  20    0.9969    -6.888   107.965
2023  83  21    0.9970    -6.886   108.007
2023  83  22    0.9970    -6.885   108.048
2023  83  23    0.9970    -6.883   108.090
2023  84   0    0.9970    -6.881   108.131
2023  84   1    0.9970    -6.880   108.173
2023  84   2    0.9970    -6.878   108.214
2023  84   3    0.9970    -6.877   108.256
2023  84   4    0.9970    -6.875   108.298
2023  84   5    0.9971    -6.873   108.339
2023  84   6    0.9971    -6.872   108.381
2023  84   7    0.9971    -6.870   108.422
2023  84   8    0.9971    -6.868   108.464
2023  84   9    0.9971    -6.867   108.505
2023  84  10    0.9971    -6.865   108.547
2023  84  11    0.9971    -6.863   108.589
2023  84  12    0.9971    -6.862   108.630
2023  84  13    0.9971    -6.860   108.672
2023  84  14    0.9972    -6.858   108.713
2023  84  15    0.9972    -6.857   108.755
2023  84  16    0.9972    -6.855   108.796
2023  84  17    0.9972    -6.853   108.838
2023  84  18    0.9972    -6.852   108.879
2023  84  19    0.9972    -6.850   108.921
2023  84  20    0.9972    -6.848   108.963
2023  84  21    0.9972    -6.847   109.004
2023  84  22    0.9973    -6.845   109.046
2023  84  23    0.9973    -6.843   109.087
2023  85   0    0.9973    -6.841   109.129
2023  85   1    0.9973    -6.840   109.170
2023  85   2    0.9973    -6.838   109.212
2023  85   3    0.9973    -6.836   109.253
2023  85   4    0.9973    -6.835   109.295
2023  85   5    0.9973    -6.833   109.336
2023  85   6    0.9973    -6.831   109.378
2023  85   7    0.9974    -6.829   109.419
2023  85   8    0.9974    -6.828   109.461
2023  85   9    0.9974    -6.826   109.503
2023  85  10    0.9974    -6.824   109.544
2023  85  11    0.9974    -6.822   109.586
2023  85  12    0.9974    -6.821   109.627
2023  85  13    0.9974    -6.819   109.669
2023  85  14    0.9974    -6.817   109.710
2023  85  15    0.9974    -6.815   109.752
2023  85  16    0.9975    -6.814   109.793
2023  85  17    0.9975    -6.812   109.835
2023  85  18    0.9975    -6.810   109.876
2023  85  19    0.9975    -6.808   109.918
2023  85  20    0.9975    -6.806   109.959
2023  85  21    0.9975    -6.805   110.001
2023  85  22    0.9975    -6.803   110.042
2023  85  23    0.9975    -6.801   110.084
2023  86   0    0.9976    -6.799   110.125
2023  86   1    0.9976    -6.798   110.167
2023  86   2    0.9976    -6.796   110.208
2023  86   3    0.9976    -6.794   110.250
2023  86   4    0.9976    -6.792   110.291
