YEAR DAY  HR    RAD_AU      HGI_LAT   HGI_LON
2023   6  18   19.6655     3.099   331.622
2023   6  19   19.6655     3.099   331.622
2023   6  20   19.6655     3.099   331.622
2023   6  21   19.6655     3.099   331.623
2023   6  22   19.6655     3.099   331.623
2023   6  23   19.6655     3.099   331.624
2023   7   0   19.6655     3.099   331.624
2023   7   1   19.6655     3.099   331.625
2023   7   2   19.6655     3.099   331.625
2023   7   3   19.6655     3.099   331.626
2023   7   4   19.6654     3.099   331.626
2023   7   5   19.6654     3.099   331.627
2023   7   6   19.6654     3.099   331.627
2023   7   7   19.6654     3.099   331.628
2023   7   8   19.6654     3.099   331.628
2023   7   9   19.6654     3.099   331.628
2023   7  10   19.6654     3.099   331.629
2023   7  11   19.6654     3.099   331.629
2023   7  12   19.6654     3.099   331.630
2023   7  13   19.6654     3.099   331.630
2023   7  14   19.6654     3.099   331.631
2023   7  15   19.6654     3.098   331.631
2023   7  16   19.6654     3.098   331.632
2023   7  17   19.6654     3.098   331.632
2023   7  18   19.6654     3.098   331.633
2023   7  19   19.6654     3.098   331.633
2023   7  20   19.6653     3.098   331.634
2023   7  21   19.6653     3.098   331.634
2023   7  22   19.6653     3.098   331.635
2023   7  23   19.6653     3.098   331.635
2023   8   0   19.6653     3.098   331.635
2023   8   1   19.6653     3.098   331.636
2023   8   2   19.6653     3.098   331.636
2023   8   3   19.6653     3.098   331.637
2023   8   4   19.6653     3.098   331.637
2023   8   5   19.6653     3.098   331.638
2023   8   6   19.6653     3.098   331.638
2023   8   7   19.6653     3.098   331.639
2023   8   8   19.6653     3.098   331.639
2023   8   9   19.6653     3.098   331.640
2023   8  10   19.6653     3.098   331.640
2023   8  11   19.6653     3.098   331.641
2023   8  12   19.6652     3.098   331.641
2023   8  13   19.6652     3.097   331.641
2023   8  14   19.6652     3.097   331.642
2023   8  15   19.6652     3.097   331.642
2023   8  16   19.6652     3.097   331.643
2023   8  17   19.6652     3.097   331.643
2023   8  18   19.6652     3.097   331.644
2023   8  19   19.6652     3.097   331.644
2023   8  20   19.6652     3.097   331.645
2023   8  21   19.6652     3.097   331.645
2023   8  22   19.6652     3.097   331.646
2023   8  23   19.6652     3.097   331.646
2023   9   0   19.6652     3.097   331.647
2023   9   1   19.6652     3.097   331.647
2023   9   2   19.6652     3.097   331.647
2023   9   3   19.6652     3.097   331.648
2023   9   4   19.6651     3.097   331.648
2023   9   5   19.6651     3.097   331.649
2023   9   6   19.6651     3.097   331.649
2023   9   7   19.6651     3.097   331.650
2023   9   8   19.6651     3.097   331.650
2023   9   9   19.6651     3.097   331.651
2023   9  10   19.6651     3.096   331.651
2023   9  11   19.6651     3.096   331.652
2023   9  12   19.6651     3.096   331.652
2023   9  13   19.6651     3.096   331.653
2023   9  14   19.6651     3.096   331.653
2023   9  15   19.6651     3.096   331.654
2023   9  16   19.6651     3.096   331.654
2023   9  17   19.6651     3.096   331.654
2023   9  18   19.6651     3.096   331.655
2023   9  19   19.6651     3.096   331.655
2023   9  20   19.6650     3.096   331.656
2023   9  21   19.6650     3.096   331.656
2023   9  22   19.6650     3.096   331.657
2023   9  23   19.6650     3.096   331.657
2023  10   0   19.6650     3.096   331.658
2023  10   1   19.6650     3.096   331.658
2023  10   2   19.6650     3.096   331.659
2023  10   3   19.6650     3.096   331.659
2023  10   4   19.6650     3.096   331.660
2023  10   5   19.6650     3.096   331.660
2023  10   6   19.6650     3.096   331.660
2023  10   7   19.6650     3.096   331.661
2023  10   8   19.6650     3.095   331.661
2023  10   9   19.6650     3.095   331.662
2023  10  10   19.6650     3.095   331.662
2023  10  11   19.6649     3.095   331.663
2023  10  12   19.6649     3.095   331.663
2023  10  13   19.6649     3.095   331.664
2023  10  14   19.6649     3.095   331.664
2023  10  15   19.6649     3.095   331.665
2023  10  16   19.6649     3.095   331.665
2023  10  17   19.6649     3.095   331.666
2023  10  18   19.6649     3.095   331.666
2023  10  19   19.6649     3.095   331.667
2023  10  20   19.6649     3.095   331.667
2023  10  21   19.6649     3.095   331.667
2023  10  22   19.6649     3.095   331.668
2023  10  23   19.6649     3.095   331.668
2023  11   0   19.6649     3.095   331.669
2023  11   1   19.6649     3.095   331.669
2023  11   2   19.6649     3.095   331.670
2023  11   3   19.6648     3.095   331.670
2023  11   4   19.6648     3.095   331.671
2023  11   5   19.6648     3.095   331.671
2023  11   6   19.6648     3.094   331.672
2023  11   7   19.6648     3.094   331.672
2023  11   8   19.6648     3.094   331.673
2023  11   9   19.6648     3.094   331.673
2023  11  10   19.6648     3.094   331.673
2023  11  11   19.6648     3.094   331.674
2023  11  12   19.6648     3.094   331.674
2023  11  13   19.6648     3.094   331.675
2023  11  14   19.6648     3.094   331.675
2023  11  15   19.6648     3.094   331.676
2023  11  16   19.6648     3.094   331.676
2023  11  17   19.6648     3.094   331.677
2023  11  18   19.6648     3.094   331.677
2023  11  19   19.6647     3.094   331.678
2023  11  20   19.6647     3.094   331.678
2023  11  21   19.6647     3.094   331.679
2023  11  22   19.6647     3.094   331.679
2023  11  23   19.6647     3.094   331.680
2023  12   0   19.6647     3.094   331.680
2023  12   1   19.6647     3.094   331.680
2023  12   2   19.6647     3.094   331.681
2023  12   3   19.6647     3.093   331.681
2023  12   4   19.6647     3.093   331.682
2023  12   5   19.6647     3.093   331.682
2023  12   6   19.6647     3.093   331.683
2023  12   7   19.6647     3.093   331.683
2023  12   8   19.6647     3.093   331.684
2023  12   9   19.6647     3.093   331.684
2023  12  10   19.6647     3.093   331.685
2023  12  11   19.6646     3.093   331.685
2023  12  12   19.6646     3.093   331.686
2023  12  13   19.6646     3.093   331.686
2023  12  14   19.6646     3.093   331.686
2023  12  15   19.6646     3.093   331.687
2023  12  16   19.6646     3.093   331.687
2023  12  17   19.6646     3.093   331.688
2023  12  18   19.6646     3.093   331.688
2023  12  19   19.6646     3.093   331.689
2023  12  20   19.6646     3.093   331.689
2023  12  21   19.6646     3.093   331.690
2023  12  22   19.6646     3.093   331.690
2023  12  23   19.6646     3.093   331.691
2023  13   0   19.6646     3.093   331.691
2023  13   1   19.6646     3.092   331.692
2023  13   2   19.6646     3.092   331.692
2023  13   3   19.6645     3.092   331.693
2023  13   4   19.6645     3.092   331.693
2023  13   5   19.6645     3.092   331.693
2023  13   6   19.6645     3.092   331.694
2023  13   7   19.6645     3.092   331.694
2023  13   8   19.6645     3.092   331.695
2023  13   9   19.6645     3.092   331.695
2023  13  10   19.6645     3.092   331.696
2023  13  11   19.6645     3.092   331.696
2023  13  12   19.6645     3.092   331.697
2023  13  13   19.6645     3.092   331.697
2023  13  14   19.6645     3.092   331.698
2023  13  15   19.6645     3.092   331.698
2023  13  16   19.6645     3.092   331.699
2023  13  17   19.6645     3.092   331.699
2023  13  18   19.6645     3.092   331.699
2023  13  19   19.6644     3.092   331.700
2023  13  20   19.6644     3.092   331.700
2023  13  21   19.6644     3.092   331.701
2023  13  22   19.6644     3.092   331.701
2023  13  23   19.6644     3.091   331.702
2023  14   0   19.6644     3.091   331.702
2023  14   1   19.6644     3.091   331.703
2023  14   2   19.6644     3.091   331.703
2023  14   3   19.6644     3.091   331.704
2023  14   4   19.6644     3.091   331.704
2023  14   5   19.6644     3.091   331.705
2023  14   6   19.6644     3.091   331.705
2023  14   7   19.6644     3.091   331.706
2023  14   8   19.6644     3.091   331.706
2023  14   9   19.6644     3.091   331.706
2023  14  10   19.6644     3.091   331.707
2023  14  11   19.6643     3.091   331.707
2023  14  12   19.6643     3.091   331.708
2023  14  13   19.6643     3.091   331.708
2023  14  14   19.6643     3.091   331.709
2023  14  15   19.6643     3.091   331.709
2023  14  16   19.6643     3.091   331.710
2023  14  17   19.6643     3.091   331.710
2023  14  18   19.6643     3.091   331.711
2023  14  19   19.6643     3.091   331.711
2023  14  20   19.6643     3.090   331.712
2023  14  21   19.6643     3.090   331.712
2023  14  22   19.6643     3.090   331.712
2023  14  23   19.6643     3.090   331.713
2023  15   0   19.6643     3.090   331.713
2023  15   1   19.6643     3.090   331.714
2023  15   2   19.6643     3.090   331.714
2023  15   3   19.6642     3.090   331.715
2023  15   4   19.6642     3.090   331.715
2023  15   5   19.6642     3.090   331.716
2023  15   6   19.6642     3.090   331.716
2023  15   7   19.6642     3.090   331.717
2023  15   8   19.6642     3.090   331.717
2023  15   9   19.6642     3.090   331.718
2023  15  10   19.6642     3.090   331.718
2023  15  11   19.6642     3.090   331.719
2023  15  12   19.6642     3.090   331.719
2023  15  13   19.6642     3.090   331.719
2023  15  14   19.6642     3.090   331.720
2023  15  15   19.6642     3.090   331.720
2023  15  16   19.6642     3.090   331.721
2023  15  17   19.6642     3.090   331.721
2023  15  18   19.6641     3.089   331.722
2023  15  19   19.6641     3.089   331.722
2023  15  20   19.6641     3.089   331.723
2023  15  21   19.6641     3.089   331.723
2023  15  22   19.6641     3.089   331.724
2023  15  23   19.6641     3.089   331.724
2023  16   0   19.6641     3.089   331.725
2023  16   1   19.6641     3.089   331.725
2023  16   2   19.6641     3.089   331.725
2023  16   3   19.6641     3.089   331.726
2023  16   4   19.6641     3.089   331.726
2023  16   5   19.6641     3.089   331.727
2023  16   6   19.6641     3.089   331.727
2023  16   7   19.6641     3.089   331.728
2023  16   8   19.6641     3.089   331.728
2023  16   9   19.6641     3.089   331.729
2023  16  10   19.6640     3.089   331.729
2023  16  11   19.6640     3.089   331.730
2023  16  12   19.6640     3.089   331.730
2023  16  13   19.6640     3.089   331.731
2023  16  14   19.6640     3.089   331.731
2023  16  15   19.6640     3.089   331.732
2023  16  16   19.6640     3.088   331.732
2023  16  17   19.6640     3.088   331.732
2023  16  18   19.6640     3.088   331.733
2023  16  19   19.6640     3.088   331.733
2023  16  20   19.6640     3.088   331.734
2023  16  21   19.6640     3.088   331.734
2023  16  22   19.6640     3.088   331.735
2023  16  23   19.6640     3.088   331.735
2023  17   0   19.6640     3.088   331.736
2023  17   1   19.6640     3.088   331.736
2023  17   2   19.6639     3.088   331.737
2023  17   3   19.6639     3.088   331.737
2023  17   4   19.6639     3.088   331.738
2023  17   5   19.6639     3.088   331.738
2023  17   6   19.6639     3.088   331.738
2023  17   7   19.6639     3.088   331.739
2023  17   8   19.6639     3.088   331.739
2023  17   9   19.6639     3.088   331.740
2023  17  10   19.6639     3.088   331.740
2023  17  11   19.6639     3.088   331.741
2023  17  12   19.6639     3.088   331.741
2023  17  13   19.6639     3.087   331.742
2023  17  14   19.6639     3.087   331.742
2023  17  15   19.6639     3.087   331.743
2023  17  16   19.6639     3.087   331.743
2023  17  17   19.6639     3.087   331.744
2023  17  18   19.6638     3.087   331.744
2023  17  19   19.6638     3.087   331.745
2023  17  20   19.6638     3.087   331.745
2023  17  21   19.6638     3.087   331.745
2023  17  22   19.6638     3.087   331.746
2023  17  23   19.6638     3.087   331.746
2023  18   0   19.6638     3.087   331.747
2023  18   1   19.6638     3.087   331.747
2023  18   2   19.6638     3.087   331.748
2023  18   3   19.6638     3.087   331.748
2023  18   4   19.6638     3.087   331.749
2023  18   5   19.6638     3.087   331.749
2023  18   6   19.6638     3.087   331.750
2023  18   7   19.6638     3.087   331.750
2023  18   8   19.6638     3.087   331.751
2023  18   9   19.6638     3.087   331.751
2023  18  10   19.6637     3.087   331.751
2023  18  11   19.6637     3.086   331.752
2023  18  12   19.6637     3.086   331.752
2023  18  13   19.6637     3.086   331.753
2023  18  14   19.6637     3.086   331.753
2023  18  15   19.6637     3.086   331.754
2023  18  16   19.6637     3.086   331.754
2023  18  17   19.6637     3.086   331.755
2023  18  18   19.6637     3.086   331.755
2023  18  19   19.6637     3.086   331.756
2023  18  20   19.6637     3.086   331.756
2023  18  21   19.6637     3.086   331.757
2023  18  22   19.6637     3.086   331.757
2023  18  23   19.6637     3.086   331.758
2023  19   0   19.6637     3.086   331.758
2023  19   1   19.6637     3.086   331.758
2023  19   2   19.6636     3.086   331.759
2023  19   3   19.6636     3.086   331.759
2023  19   4   19.6636     3.086   331.760
2023  19   5   19.6636     3.086   331.760
2023  19   6   19.6636     3.086   331.761
2023  19   7   19.6636     3.086   331.761
2023  19   8   19.6636     3.086   331.762
2023  19   9   19.6636     3.085   331.762
2023  19  10   19.6636     3.085   331.763
2023  19  11   19.6636     3.085   331.763
2023  19  12   19.6636     3.085   331.764
2023  19  13   19.6636     3.085   331.764
2023  19  14   19.6636     3.085   331.764
2023  19  15   19.6636     3.085   331.765
2023  19  16   19.6636     3.085   331.765
2023  19  17   19.6636     3.085   331.766
2023  19  18   19.6635     3.085   331.766
2023  19  19   19.6635     3.085   331.767
2023  19  20   19.6635     3.085   331.767
2023  19  21   19.6635     3.085   331.768
2023  19  22   19.6635     3.085   331.768
2023  19  23   19.6635     3.085   331.769
2023  20   0   19.6635     3.085   331.769
2023  20   1   19.6635     3.085   331.770
2023  20   2   19.6635     3.085   331.770
2023  20   3   19.6635     3.085   331.771
2023  20   4   19.6635     3.085   331.771
2023  20   5   19.6635     3.085   331.771
2023  20   6   19.6635     3.084   331.772
2023  20   7   19.6635     3.084   331.772
2023  20   8   19.6635     3.084   331.773
2023  20   9   19.6635     3.084   331.773
2023  20  10   19.6634     3.084   331.774
2023  20  11   19.6634     3.084   331.774
2023  20  12   19.6634     3.084   331.775
2023  20  13   19.6634     3.084   331.775
2023  20  14   19.6634     3.084   331.776
2023  20  15   19.6634     3.084   331.776
2023  20  16   19.6634     3.084   331.777
2023  20  17   19.6634     3.084   331.777
2023  20  18   19.6634     3.084   331.777
2023  20  19   19.6634     3.084   331.778
2023  20  20   19.6634     3.084   331.778
2023  20  21   19.6634     3.084   331.779
2023  20  22   19.6634     3.084   331.779
2023  20  23   19.6634     3.084   331.780
2023  21   0   19.6634     3.084   331.780
2023  21   1   19.6633     3.084   331.781
2023  21   2   19.6633     3.084   331.781
2023  21   3   19.6633     3.084   331.782
2023  21   4   19.6633     3.083   331.782
2023  21   5   19.6633     3.083   331.783
2023  21   6   19.6633     3.083   331.783
2023  21   7   19.6633     3.083   331.784
2023  21   8   19.6633     3.083   331.784
2023  21   9   19.6633     3.083   331.784
2023  21  10   19.6633     3.083   331.785
2023  21  11   19.6633     3.083   331.785
2023  21  12   19.6633     3.083   331.786
2023  21  13   19.6633     3.083   331.786
2023  21  14   19.6633     3.083   331.787
2023  21  15   19.6633     3.083   331.787
2023  21  16   19.6633     3.083   331.788
2023  21  17   19.6632     3.083   331.788
2023  21  18   19.6632     3.083   331.789
2023  21  19   19.6632     3.083   331.789
2023  21  20   19.6632     3.083   331.790
2023  21  21   19.6632     3.083   331.790
2023  21  22   19.6632     3.083   331.790
2023  21  23   19.6632     3.083   331.791
2023  22   0   19.6632     3.083   331.791
2023  22   1   19.6632     3.083   331.792
2023  22   2   19.6632     3.082   331.792
2023  22   3   19.6632     3.082   331.793
2023  22   4   19.6632     3.082   331.793
2023  22   5   19.6632     3.082   331.794
2023  22   6   19.6632     3.082   331.794
2023  22   7   19.6632     3.082   331.795
2023  22   8   19.6632     3.082   331.795
2023  22   9   19.6631     3.082   331.796
2023  22  10   19.6631     3.082   331.796
2023  22  11   19.6631     3.082   331.797
2023  22  12   19.6631     3.082   331.797
2023  22  13   19.6631     3.082   331.797
2023  22  14   19.6631     3.082   331.798
2023  22  15   19.6631     3.082   331.798
2023  22  16   19.6631     3.082   331.799
2023  22  17   19.6631     3.082   331.799
2023  22  18   19.6631     3.082   331.800
2023  22  19   19.6631     3.082   331.800
2023  22  20   19.6631     3.082   331.801
2023  22  21   19.6631     3.082   331.801
2023  22  22   19.6631     3.082   331.802
2023  22  23   19.6631     3.081   331.802
2023  23   0   19.6631     3.081   331.803
2023  23   1   19.6630     3.081   331.803
2023  23   2   19.6630     3.081   331.803
2023  23   3   19.6630     3.081   331.804
2023  23   4   19.6630     3.081   331.804
2023  23   5   19.6630     3.081   331.805
2023  23   6   19.6630     3.081   331.805
2023  23   7   19.6630     3.081   331.806
2023  23   8   19.6630     3.081   331.806
2023  23   9   19.6630     3.081   331.807
2023  23  10   19.6630     3.081   331.807
2023  23  11   19.6630     3.081   331.808
2023  23  12   19.6630     3.081   331.808
2023  23  13   19.6630     3.081   331.809
2023  23  14   19.6630     3.081   331.809
2023  23  15   19.6630     3.081   331.810
2023  23  16   19.6630     3.081   331.810
2023  23  17   19.6629     3.081   331.810
2023  23  18   19.6629     3.081   331.811
2023  23  19   19.6629     3.081   331.811
2023  23  20   19.6629     3.081   331.812
2023  23  21   19.6629     3.080   331.812
2023  23  22   19.6629     3.080   331.813
2023  23  23   19.6629     3.080   331.813
